,Date,Contributors,Ocean,Province,Country,Location,Lat_locat_center,Lon_locat_center,Local_census,Length_m,Area_m2,Site,Lat_site,Lon_site,Depth_m,Mesozones2_30m,Trash_group,Trash_count,MPA,Managed_area,Site_split_MPA,Nearest_MPA_Lat,Nearest_MPA_Lon,Nearest_Market_Lat,Nearest_Market_Lon,Mismanaged.plastic.waste..kg.person.day.7,ID_transect,Complexity_3pt,Trash_per_m2,Meso_zone2,Meso_zone3,Depth_m_scaled,Dist_MPA,Dist_Market,Mismanaged_2010,Mismanaged_plastic_pop100Km_2010_Tons,Mismanaged_plastic_pop10Km_2010_Tons,Pop10Km,Pop100Km,Reefarea_pop100,Coral_reef_km2
403,4_23_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,58,20,40,layag_layag,13.69298333,120.8414083,6.1,Shallow,fishing,0,no,MPA,0,13.708134,120.873506,13.756324,121.058437,0.062,139b,high,0,Shallow,Shallow,-1.048725876,-0.27613441,-0.598750744,3.342829902,2.637194361,0.413024286,0.323449306,2.644691968,-0.479814015,0.445840708
404,4_23_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,59,20,40,layag_layag,13.69298333,120.8414083,4.8,Shallow,fishing,0,no,MPA,0,13.708134,120.873506,13.756324,121.058437,0.062,140b,low,0,Shallow,Shallow,-1.085072284,-0.27613441,-0.598750744,3.342829902,2.637194361,0.413024286,0.323449306,2.644691968,-0.479814015,0.445840708
405,4_23_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,60,20,40,layag_layag,13.69298333,120.8414083,4.8,Shallow,fishing,0,no,MPA,0,13.708134,120.873506,13.756324,121.058437,0.062,141,low,0,Shallow,Shallow,-1.085072284,-0.27613441,-0.598750744,3.342829902,2.637194361,0.413024286,0.323449306,2.644691968,-0.479814015,0.445840708
406,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,61,20,40,dive_and_trek,13.80052778,120.9110417,21.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,142,intermediate,0,Shallow,Shallow,-0.626548374,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
407,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,62,20,40,dive_and_trek,13.80052778,120.9110417,18.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,143,intermediate,0,Shallow,Shallow,-0.710424699,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
408,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,63,20,40,dive_and_trek,13.80052778,120.9110417,15.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,144,high,0,Shallow,Shallow,-0.794301024,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
409,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,64,20,40,dive_and_trek,13.80052778,120.9110417,15.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,145,high,0,Shallow,Shallow,-0.794301024,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
410,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,65,20,40,dive_and_trek,13.80052778,120.9110417,12.1,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,146,high,0,Shallow,Shallow,-0.880973226,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
411,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,66,20,40,dive_and_trek,13.80052778,120.9110417,10.6,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,147,high,0,Shallow,Shallow,-0.922911389,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
412,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,67,20,40,dive_and_trek,13.80052778,120.9110417,9.1,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,148,high,0,Shallow,Shallow,-0.964849551,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
413,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,68,20,40,dive_and_trek,13.80052778,120.9110417,7.6,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,149,high,0.025,Shallow,Shallow,-1.006787714,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
414,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,69,20,40,dive_and_trek,13.80052778,120.9110417,6.1,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,150,high,0,Shallow,Shallow,-1.048725876,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
415,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,70,20,40,dive_and_trek,13.80052778,120.9110417,4.5,Shallow,fishing,2,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,151,intermediate,0.05,Shallow,Shallow,-1.093459916,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
416,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,71,20,40,dive_and_trek,13.80052778,120.9110417,4.5,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,152,intermediate,0.025,Shallow,Shallow,-1.093459916,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
417,4_24_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,72,20,40,dive_and_trek,13.80052778,120.9110417,3.6,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,153,intermediate,0.025,Shallow,Shallow,-1.118622814,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
418,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,73,20,40,dive_and_trek,13.80052778,120.9110417,21.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,154,intermediate,0,Shallow,Shallow,-0.626548374,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
419,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,74,20,40,dive_and_trek,13.80052778,120.9110417,18.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,155,intermediate,0,Shallow,Shallow,-0.710424699,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
420,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,75,20,40,dive_and_trek,13.80052778,120.9110417,15.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,156,intermediate,0,Shallow,Shallow,-0.794301024,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
421,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,76,20,40,dive_and_trek,13.80052778,120.9110417,12.1,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,157,intermediate,0,Shallow,Shallow,-0.880973226,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
422,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,77,20,40,dive_and_trek,13.80052778,120.9110417,9.1,Shallow,fishing,3,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,158,high,0.075,Shallow,Shallow,-0.964849551,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
423,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,78,20,40,dive_and_trek,13.80052778,120.9110417,9.1,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,159,high,0,Shallow,Shallow,-0.964849551,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
424,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,79,20,40,dive_and_trek,13.80052778,120.9110417,7,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,160,high,0,Shallow,Shallow,-1.023562979,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
425,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,80,20,40,dive_and_trek,13.80052778,120.9110417,6.1,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,161,high,0.025,Shallow,Shallow,-1.048725876,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
426,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,81,20,40,dive_and_trek,13.80052778,120.9110417,4.5,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,162,high,0.025,Shallow,Shallow,-1.093459916,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
427,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,82,20,40,dive_and_trek,13.80052778,120.9110417,4.5,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,163,high,0.025,Shallow,Shallow,-1.093459916,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
428,4_25_2016,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,83,20,40,dive_and_trek,13.80052778,120.9110417,3,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,164,high,0,Shallow,Shallow,-1.135398079,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
429,5_8_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,87,20,40,abc,13.75691667,120.9186222,18.2,Shallow,fishing,1,no,No take (Dive & Treck),0,13.79972,120.911997,13.756324,121.058437,0.062,386,low,0.025,Shallow,Shallow,-0.710424699,-0.248536458,-0.566947671,3.342829902,3.159309186,2.557202723,2.617392644,3.167957809,-0.479814028,0.445840708
430,5_8_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,88,20,40,abc,13.75691667,120.9186222,13.6,Shallow,fishing,1,no,No take (Dive & Treck),0,13.79972,120.911997,13.756324,121.058437,0.062,387,low,0.025,Shallow,Shallow,-0.839035064,-0.248536458,-0.566947671,3.342829902,3.159309186,2.557202723,2.617392644,3.167957809,-0.479814028,0.445840708
431,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,93,20,40,dive_and_trek,13.80052778,120.9110417,21.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,392,high,0,Shallow,Shallow,-0.626548374,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
432,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,94,20,40,dive_and_trek,13.80052778,120.9110417,18.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,393,high,0,Shallow,Shallow,-0.710424699,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
433,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,95,20,40,dive_and_trek,13.80052778,120.9110417,9.1,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,394,high,0.025,Shallow,Shallow,-0.964849551,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
434,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,96,20,40,dive_and_trek,13.80052778,120.9110417,7.6,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,395,high,0,Shallow,Shallow,-1.006787714,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
435,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,97,20,40,dive_and_trek,13.80052778,120.9110417,4.5,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,396,high,0,Shallow,Shallow,-1.093459916,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
436,5_10_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,100,20,40,dive_and_trek,13.80052778,120.9110417,18.2,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,399,low,0,Shallow,Shallow,-0.710424699,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
437,5_10_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,101,20,40,dive_and_trek,13.80052778,120.9110417,16.7,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,400,high,0,Shallow,Shallow,-0.752362861,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
438,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,105,20,40,dive_and_trek,13.80052778,120.9110417,24.8,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,404,intermediate,0.025,Shallow,Shallow,-0.525896784,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
439,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,106,20,40,dive_and_trek,13.80052778,120.9110417,22.7,Shallow,fishing,2,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,405,intermediate,0.05,Shallow,Shallow,-0.584610211,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
440,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,107,20,40,dive_and_trek,13.80052778,120.9110417,13.6,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,406,high,0,Shallow,Shallow,-0.839035064,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
441,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,108,20,40,dive_and_trek,13.80052778,120.9110417,10.3,Shallow,fishing,2,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,407,high,0.05,Shallow,Shallow,-0.931299021,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
442,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,109,20,40,dive_and_trek,13.80052778,120.9110417,7.6,Shallow,fishing,1,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,408,high,0.025,Shallow,Shallow,-1.006787714,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
443,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,110,20,40,dive_and_trek,13.80052778,120.9110417,5.5,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,409,high,0,Shallow,Shallow,-1.065501141,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
444,5_13_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,115,20,40,dive_and_trek,13.80052778,120.9110417,13.9,Shallow,fishing,0,yes,MPA,1,13.80052778,120.9110417,13.756324,121.058437,0.062,414,high,0,Shallow,Shallow,-0.830647431,-0.375487038,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
445,5_8_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,85,20,40,abc,13.75691667,120.9186222,48.5,MCE,fishing,1,no,No take (Dive & Treck),0,13.79972,120.911997,13.756324,121.058437,0.062,385,low,0.025,MCE,Upper,0.136726184,-0.248536458,-0.566947671,3.342829902,3.159309186,2.557202723,2.617392644,3.167957809,-0.479814028,0.445840708
446,5_8_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,86,20,40,abc,13.75691667,120.9186222,30.3,MCE,fishing,0,no,No take (Dive & Treck),0,13.79972,120.911997,13.756324,121.058437,0.062,385b,low,0,Shallow,Shallow,-0.372123521,-0.248536458,-0.566947671,3.342829902,3.159309186,2.557202723,2.617392644,3.167957809,-0.479814028,0.445840708
447,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,92,20,40,dive_and_trek,13.80052778,120.9110417,57.6,MCE,fishing,0,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,391,high,0,MCE,Upper,0.391151036,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
448,5_10_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,99,20,40,dive_and_trek,13.80052778,120.9110417,31.8,MCE,fishing,1,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,398,intermediate,0.025,MCE,Upper,-0.330185359,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
449,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,103,20,40,dive_and_trek,13.80052778,120.9110417,39.4,MCE,fishing,0,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,402,low,0,MCE,Upper,-0.117698669,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
450,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,104,20,40,dive_and_trek,13.80052778,120.9110417,31.8,MCE,fishing,3,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,403,low,0.075,MCE,Upper,-0.330185359,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
451,5_13_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,113,20,40,dive_and_trek,13.80052778,120.9110417,34.8,MCE,fishing,4,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,412,high,0.1,MCE,Upper,-0.246309034,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
452,5_13_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,114,20,40,dive_and_trek,13.80052778,120.9110417,31.2,MCE,fishing,4,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,413,intermediate,0.1,MCE,Upper,-0.346960624,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
453,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,91,20,40,dive_and_trek,13.80052778,120.9110417,60.6,MCE,fishing,1,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,390,high,0.025,MCE,Upper,0.475027361,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
454,5_8_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,84,20,40,abc,13.75691667,120.9186222,92.4,MCE,fishing,0,no,No take (Dive & Treck),0,13.79972,120.911997,13.756324,121.058437,0.062,384,intermediate,0,MCE,Lower,1.364116406,-0.248536458,-0.566947671,3.342829902,3.159309186,2.557202723,2.617392644,3.167957809,-0.479814028,0.445840708
455,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,89,20,40,dive_and_trek,13.80052778,120.9110417,103,MCE,fishing,0,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,388,high,0,MCE,Lower,1.660479421,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
456,5_9_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,90,20,40,dive_and_trek,13.80052778,120.9110417,103,MCE,fishing,0,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,389,high,0,MCE,Lower,1.660479421,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
457,5_10_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,98,20,40,dive_and_trek,13.80052778,120.9110417,97,MCE,fishing,1,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,397,high,0.025,MCE,Lower,1.492726771,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
458,5_14_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,111,20,40,dive_and_trek,13.80052778,120.9110417,110.6,MCE,fishing,0,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,410,high,0,MCE,Lower,1.872966111,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
459,5_11_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,102,20,40,dive_and_trek,13.80052778,120.9110417,128.5,MCE,fishing,0,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,401,high,0,MCE,Lower,2.373428183,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
460,5_13_2017,CAS,Pacific,Central Indo_Pacific,Philippines,Philippines,13.70689182,120.9402443,112,20,40,dive_and_trek,13.80052778,120.9110417,147,MCE,fishing,0,no,No take (Dive & Treck),2,13.80052778,120.9110417,13.756324,121.058437,0.062,411,high,0,MCE,Lower,2.89066552,-0.374935079,-0.544231191,3.342829902,3.753843814,3.379503383,3.497128716,3.763803103,-0.479814038,0.445840708
461,2017_,CAS,Pacific,Central_Pacific,Micronesia,Pohnpei,6.93625876,158.0870312,100,20,40,sgb,6.988119444,158.1330472,21.2,Shallow,fishing,1,yes,Palikir Marine Sanctuary,0,6.988119444,158.1330472,6.960127,158.211883,0.085,943,high,0.025,Shallow,Shallow,-0.626548374,-0.375487038,-0.662861699,-0.403598956,-0.305514024,-0.026628139,-0.25658798,-0.307530751,-0.479812168,-0.669943275
462,2017_,CAS,Pacific,Central_Pacific,Micronesia,Pohnpei,6.93625876,158.0870312,101,20,40,sgb,6.988119444,158.1330472,18.2,Shallow,fishing,0,yes,Palikir Marine Sanctuary,0,6.988119444,158.1330472,6.960127,158.211883,0.085,944,high,0,Shallow,Shallow,-0.710424699,-0.375487038,-0.662861699,-0.403598956,-0.305514024,-0.026628139,-0.25658798,-0.307530751,-0.479812168,-0.669943275
463,2017_,CAS,Pacific,Central_Pacific,Micronesia,Pohnpei,6.93625876,158.0870312,102,20,40,sgb,6.988119444,158.1330472,15.2,Shallow,fishing,0,yes,Palikir Marine Sanctuary,0,6.988119444,158.1330472,6.960127,158.211883,0.085,945,high,0,Shallow,Shallow,-0.794301024,-0.375487038,-0.662861699,-0.403598956,-0.305514024,-0.026628139,-0.25658798,-0.307530751,-0.479812168,-0.669943275
464,2017_,CAS,Pacific,Central_Pacific,Micronesia,Pohnpei,6.93625876,158.0870312,103,20,40,sgb,6.988119444,158.1330472,12.1,Shallow,fishing,0,yes,Palikir Marine Sanctuary,0,6.988119444,158.1330472,6.960127,158.211883,0.085,946,high,0,Shallow,Shallow,-0.880973226,-0.375487038,-0.662861699,-0.403598956,-0.305514024,-0.026628139,-0.25658798,-0.307530751,-0.479812168,-0.669943275
465,2017_,CAS,Pacific,Central_Pacific,Micronesia,Pohnpei,6.93625876,158.0870312,104,20,40,sgb,6.988119444,158.1330472,9.1,Shallow,fishing,0,yes,Palikir Marine Sanctuary,0,6.988119444,158.1330472,6.960127,158.211883,0.085,947,high,0,Shallow,Shallow,-0.964849551,-0.375487038,-0.662861699,-0.403598956,-0.305514024,-0.026628139,-0.25658798,-0.307530751,-0.479812168,-0.669943275
466,2017_,CAS,Pacific,Central_Pacific,Micronesia,Pohnpei,6.93625876,158.0870312,105,20,40,sgb,6.988119444,158.1330472,7.6,Shallow,fishing,0,yes,Palikir Marine Sanctuary,0,6.988119444,158.1330472,6.960127,158.211883,0.085,948,high,0,Shallow,Shallow,-1.006787714,-0.375487038,-0.662861699,-0.403598956,-0.305514024,-0.026628139,-0.25658798,-0.307530751,-0.479812168,-0.669943275
467,2017_,CAS,Pacific,Central_Pacific,Micronesia,Pohnpei,6.93625876,158.0870312,106,20,40,sgb,6.988119444,158.1330472,4.5,Shallow,fishing,0,yes,Palikir Marine Sanctuary,0,6.988119444,158.1330472,6.960127,158.211883,0.085,949,high,0,Shallow,Shallow,-1.093459916,-0.375487038,-0.662861699,-0.403598956,-0.305514024,-0.026628139,-0.25658798,-0.307530751,-0.479812168,-0.669943275
