"","Country","Location","Site","Local_census","Depth_m","Complexity_3pt","Mesozone3","Size_1_fishing","Size_1_other","Size_1_plastics","Size_2_fishing","Size_2_other","Size_2_plastics","Size_3_fishing","Size_3_other","Size_3_plastics","Size_4_fishing","Size_4_other","Size_4_plastics","Size_5_fishing","Size_5_other","Size_5_plastics"
"197","Australia","Coral_sea","Osprey_South_1","4",47.5,"high","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","Australia","Coral_sea","Osprey_South_1","5",38,"high","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","Australia","Coral_sea","Osprey_South_1","6",34.2,"high","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200","Australia","Coral_sea","Osprey_South_1","7",28.2,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","Australia","Coral_sea","Osprey_South_1","8",24.5,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","Australia","Coral_sea","Osprey_South_1","9",14.3,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Australia","Coral_sea","Osprey_South_2","13",96.5,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Australia","Coral_sea","Osprey_South_2","14",91,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","Australia","Coral_sea","Osprey_South_2","15",81.2,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","Australia","Coral_sea","Osprey_South_2","16",81,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","Australia","Coral_sea","Osprey_South_2","17",87.8,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","Australia","Coral_sea","Osprey_South_2","18",75.6,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","Australia","Coral_sea","Osprey_South_2","19",78,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","Australia","Coral_sea","Osprey_South_2","20",70.3,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","Australia","Coral_sea","Osprey_South_2","21",60.6,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","Australia","Coral_sea","Osprey_South_2","22",65,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","Australia","Coral_sea","Osprey_South_2","23",68.2,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","Australia","Coral_sea","Osprey_South_2","24",88.1,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215","Australia","Coral_sea","Osprey_South_2","25",78.6,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","Australia","Coral_sea","Osprey_South_2","26",53.8,"high","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"217","Australia","Coral_sea","Osprey_South_2","27",51.4,"high","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","Australia","Coral_sea","Willis_North_1","1",32.8,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","Australia","Coral_sea","Willis_North_1","10",48,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","Australia","Coral_sea","Willis_North_1","11",51.3,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221","Australia","Coral_sea","Willis_North_1","12",40.7,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","Australia","Coral_sea","Willis_North_1","13",44.6,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223","Australia","Coral_sea","Willis_North_1","14",42.2,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","Australia","Coral_sea","Willis_North_1","15",39.3,"high","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","Australia","Coral_sea","Willis_North_1","2",45.5,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","Australia","Coral_sea","Willis_North_1","3",44.4,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","Australia","Coral_sea","Willis_North_1","4",50.2,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","Australia","Coral_sea","Willis_North_1","5",52.1,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","Australia","Coral_sea","Willis_North_1","6",52.3,"intermediate","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230","Australia","Coral_sea","Willis_North_1","7",57.3,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","Australia","Coral_sea","Willis_North_1","8",40.4,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","Australia","Coral_sea","Willis_North_1","9",43.5,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233","Bermuda","Bermuda","Spittal","SP_60m_D1_T2_22_07_2016",60.96,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","Bermuda","Bermuda","North Northeast","NNE_60m_D2_T2_23_07_2016",60,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","Bermuda","Bermuda","North Northeast","NNE_60m_D2_T3_23_07_2016",60,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","Bermuda","Bermuda","North Northeast","NNE_60m_D2_T4_23_07_2016",60,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","Bermuda","Bermuda","North Northeast","NNE_30m_D2_T5_23_07_2016",30.7,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","Bermuda","Bermuda","North Northeast","NNE_30m_D2_T6_23_07_2016",30.7,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","Bermuda","Bermuda","North Northeast","NNE_15m_D2_T7_23_07_2016",18.4,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","Bermuda","Bermuda","Plantagenet Bank","PL_90m_D4_T1_25_07_2016",91.7,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","Bermuda","Bermuda","Plantagenet Bank","PL_90m_D4_T2_25_07_2016",90,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","Bermuda","Bermuda","Spittal","SP_90m_D5_T1_26_07_2016",90.2,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243","Bermuda","Bermuda","Spittal","SP_30m_D5_T3_26_07_2016",28,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","Bermuda","Bermuda","Spittal","SP_30m_D5_T4_26_07_2016",28.9,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245","Bermuda","Bermuda","Spittal","SP_15m_D5_T5_26_07_2016",15.1,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","Bermuda","Bermuda","Spittal","SP_15m_D5_T6_26_07_2016",15.4,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","Bermuda","Bermuda","Spittal","SP_90m_D6_T1_27_07_2016",90.7,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","Bermuda","Bermuda","Spittal","SP_90m_D6_T2_27_07_2016",90.8,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","Bermuda","Bermuda","Spittal","SP_30m_D6_T3_27_07_2016",30.8,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","Bermuda","Bermuda","Spittal","SP_15m_D6_T5_27_07_2016",15.1,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","Bermuda","Bermuda","North Northeast","NNE_30m_D7_T2_28_07_2016",29.9,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","Bermuda","Bermuda","North Northeast","NNE_15m_D9_T1_30_07_2016",19.5,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","Bermuda","Bermuda","North Northeast","NNE_15m_D9_T2_30_07_2016",19.8,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","Bermuda","Bermuda","North Northeast","NNE_90m_D10_T2_31_07_2016",91.7,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","Bermuda","Bermuda","Tiger","TIG_60m_D11_T1_01_08_2016",60.7,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","Bermuda","Bermuda","Tiger","TIG_60m_D11_T2_01_08_2016",61,"low","Lower",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"257","Bermuda","Bermuda","Tiger","TIG_60m_D11_T4_01_08_2016",62,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","Bermuda","Bermuda","Spittal","SP_60m_D13_T1_03_08_2016",57.9,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","Bermuda","Bermuda","Spittal","SP_60m_D13_T2_03_08_2016",62.8,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","Bermuda","Bermuda","North Northeast","NNE_90m_D14_T1_04_08_2016",91.1,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261","Bermuda","Bermuda","North Northeast","NNE_90m_D14_T2_04_08_2016",91.1,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","Bermuda","Bermuda","Tiger","TIG_90m_D15_T1_05_08_2016",89.6,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","Bermuda","Bermuda","Tiger","TIG_90m_D15_T2_05_08_2016",92.7,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","Bermuda","Bermuda","Tiger","TIG_30m_D15_T3_05_08_2016",30.2,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","Bermuda","Bermuda","Tiger","TIG_30m_D15_T4_05_08_2016",31.4,"high","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","Bermuda","Bermuda","Tiger","TIG_15m_D15_T5_05_08_2016",17,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","Bermuda","Bermuda","Tiger","TIG_15m_D15_T6_05_08_2016",17,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","Bermuda","Bermuda","Tiger","TIG_90m_D17_T1_07_08_2016",90.2,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","Bermuda","Bermuda","Tiger","TIG_30m_D17_T3_07_08_2016",28,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Bermuda","Bermuda","Tiger","TIG_30m_D17_T4_07_08_2016",28.9,"high","Shallow",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"271","Bermuda","Bermuda","Tiger","TIG_15m_D17_T5_07_08_2016",15.1,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","Bermuda","Bermuda","Tiger","TIG_15m_D17_T6_07_08_2016",15.4,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"273","Bermuda","Bermuda","Plantagenet Bank","PL_60m_D20_T1_12_08_2016",55.18,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274","Bermuda","Bermuda","Plantagenet Bank","PL_60m_D20_T3_12_08_2016",55.18,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","Bermuda","Bermuda","Plantagenet Bank","PL_60m_D20_T4_12_08_2016",56,"low","Upper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Bermuda","Bermuda","North Northeast","NNE_150m_D3_T1_23_07_2016",145,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","Bermuda","Bermuda","North Northeast","NNE_150m_D3_T2_23_07_2016",137,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","Bermuda","Bermuda","North Northeast","NNE_150m_D3_T3_23_07_2016",136,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","Bermuda","Bermuda","Plantagenet Bank","PL_200m_D4_T1_24_07_2016",186,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"280","Bermuda","Bermuda","Plantagenet Bank","PL_300m_D5_T1_25_07_2016",297,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"281","Bermuda","Bermuda","Plantagenet Bank","PL_300m_D5_T2_25_07_2016",303,NA,"Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","Bermuda","Bermuda","Plantagenet Bank","PL_300m_D5_T3_25_07_2016",303,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","Bermuda","Bermuda","Plantagenet Bank","PL_150m_D6_T1_25_07_2016",137,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","Bermuda","Bermuda","Spittal","SP_300m_D7_T1_26_07_2016",300,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","Bermuda","Bermuda","Spittal","SP_300m_D7_T2_26_07_2016",297,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","Bermuda","Bermuda","Spittal","SP_300m_D7_T3_26_07_2016",300,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","Bermuda","Bermuda","Spittal","SP_200m_D8_T1_26_07_2016",200,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","Bermuda","Bermuda","Spittal","SP_200m_D8_T2_26_07_2016",200,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","Bermuda","Bermuda","Spittal","SP_200m_D8_T3_26_07_2016",199,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","Bermuda","Bermuda","North Northeast","NNE_300m_D10_T1_28_07_2016",299,"high","Lower",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"291","Bermuda","Bermuda","North Northeast","NNE_300m_D10_T2_28_07_2016",300,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","Bermuda","Bermuda","North Northeast","NNE_300m_D10_T3_28_07_2016",299,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","Bermuda","Bermuda","North Northeast","NNE_200m_D11_T1_28_07_2016",200,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","Bermuda","Bermuda","North Northeast","NNE_200m_D11_T2_28_07_2016",200,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","Bermuda","Bermuda","North Northeast","NNE_200m_D11_T3_28_07_2016",199,"high","Lower",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"296","Bermuda","Bermuda","North Northeast","NNE_250m_D12_T1_29_07_2016",249,"intermediate","Lower",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"297","Bermuda","Bermuda","North Northeast","NNE_250m_D12_T2_29_07_2016",250,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","Bermuda","Bermuda","North Northeast","NNE_250m_D12_T3_29_07_2016",250,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","Bermuda","Bermuda","North Northeast","NNE_200m_D13_T1_31_07_2016",200,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","Bermuda","Bermuda","North Northeast","NNE_200m_D13_T2_31_07_2016",200,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"301","Bermuda","Bermuda","North Northeast","NNE_200m_D13_T3_31_07_2016",200,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","Bermuda","Bermuda","North Northeast","NNE_200m_D14_T1_31_07_2016",200,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","Bermuda","Bermuda","North Northeast","NNE_200m_D14_T2_31_07_2016",199,"high","Lower",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"304","Bermuda","Bermuda","North Northeast","NNE_200m_D14_T3_31_07_2016",196,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305","Bermuda","Bermuda","Tiger","TIG_200m_D15_T1_01_08_2016",200,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","Bermuda","Bermuda","Tiger","TIG_200m_D15_T2_01_08_2016",200,"high","Lower",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"307","Bermuda","Bermuda","Tiger","TIG_200m_D15_T3_01_08_2016",199,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","Bermuda","Bermuda","Tiger","TIG_150m_D15_T4_01_08_2016",137,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","Bermuda","Bermuda","Tiger","TIG_150m_D15_T5_01_08_2016",137,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","Bermuda","Bermuda","Tiger","TIG_150m_D15_T6_01_08_2016",140,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","Bermuda","Bermuda","Spittal","SP_150m_D18_T1_04_08_2016",149,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","Bermuda","Bermuda","Spittal","SP_150m_D18_T2_04_08_2016",148,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313","Bermuda","Bermuda","Spittal","SP_150m_D18_T3_04_08_2016",149,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","Bermuda","Bermuda","Spittal","SP_250m_D19_T1_04_08_2016",250,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","Bermuda","Bermuda","Spittal","SP_250m_D19_T2_04_08_2016",248,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","Bermuda","Bermuda","Spittal","SP_250m_D19_T3_04_08_2016",249,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","Bermuda","Bermuda","Spittal","SP_150m_D19_T4_04_08_2016",143,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"318","Bermuda","Bermuda","Tiger","TIG_250m_D20_T1_05_08_2016",241,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","Bermuda","Bermuda","Tiger","TIG_250m_D20_T2_05_08_2016",243,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","Bermuda","Bermuda","North Northeast","NNE_200m_D21_T1_06_08_2016",195,"high","Lower",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"321","Bermuda","Bermuda","North Northeast","NNE_200m_D21_T2_06_08_2016",198,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","Bermuda","Bermuda","North Northeast","NNE_200m_D21_T3_06_08_2016",147,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","Bermuda","Bermuda","Spittal","SP_150m_D22_T1_07_08_2016",148,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Bermuda","Bermuda","Spittal","SP_150m_D22_T2_07_08_2016",148,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","Bermuda","Bermuda","Spittal","SP_150m_D22_T3_07_08_2016",147,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","Bermuda","Bermuda","Tiger","TIG_200m_D26_T4_12_08_2016",198,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","Bermuda","Bermuda","Tiger","TIG_200m_D27_T1_12_08_2016",200,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","Bermuda","Bermuda","Tiger","TIG_200m_D27_T2_12_08_2016",200,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","Bermuda","Bermuda","Tiger","TIG_100m_D27_T3_12_08_2016",100,"intermediate","Lower",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"330","Bermuda","Bermuda","Plantagenet Bank","PL_250m_D28_T1_13_08_2016",249,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","Bermuda","Bermuda","Plantagenet Bank","PL_250m_D28_T2_13_08_2016",250,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"332","Bermuda","Bermuda","Plantagenet Bank","PL_250m_D28_T3_13_08_2016",249,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"333","Bermuda","Bermuda","Plantagenet Bank","PL_200m_D28_T4_13_08_2016",198,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","Bermuda","Bermuda","Plantagenet Bank","PL_200m_D29_T1_13_08_2016",200,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Bermuda","Bermuda","Plantagenet Bank","PL_200m_D29_T2_13_08_2016",197,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336","Bermuda","Bermuda","Plantagenet Bank","PL_150m_D29_T3_13_08_2016",148,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","Bermuda","Bermuda","Plantagenet Bank","PL_150m_D29_T4_13_08_2016",146,"intermediate","Lower",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"338","Seychelles","Aldabra","AldabraW1","MROV_D120_ALD_W1_VCL_VCR_10m_Benthic_T1",10.35,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","Seychelles","Aldabra","AldabraW1","MROV_D120_ALD_W1_VCL_VCR_10m_Benthic_T2",12.75,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340","Seychelles","Aldabra","AldabraW1","MROV_D120_ALD_W1_VCL_VCR_10m_Benthic_T3",8.9,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","Seychelles","Aldabra","AldabraW1","MROV_D120_ALD_W1_VCL_VCR_10m_Benthic_T4",8.9,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","Seychelles","Aldabra","AldabraW1","MROV_D126_ALD_W1_VCL_VCR_30m_Benthic_T1",25.5,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","Seychelles","Aldabra","AldabraW1","MROV_D126_ALD_W1_VCL_VCR_30m_Benthic_T2",22,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","Seychelles","Aldabra","AldabraW1","MROV_D126_ALD_W1_VCL_VCR_30m_Benthic_T3",28,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","Seychelles","Astove","Astove W1","ROV_D168_AST_W1_VC1_VC2_250m_Benthic_T1",249,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","Seychelles","Astove","Astove W1","ROV_D168_AST_W1_VC1_VC2_250m_Benthic_T2",249,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","Seychelles","Astove","Astove W1","ROV_D185_AST_W1_VC1_VC2_30m_Benthic_T1",21.62974,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","Seychelles","Astove","Astove W1","ROV_D185_AST_W1_VC1_VC2_30m_Benthic_T2",19.69335,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","Seychelles","Astove","Astove W1","ROV_D185_AST_W1_VC1_VC2_30m_Benthic_T3",23.56613,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","Seychelles","D'Arros","D'Arros N1","ROV_D264_DAR_N1_VC1_VC2_350m_Benthic_T1",347.5,"low","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","Seychelles","Alphonse","Alphonse N1","SCUBA_D035_ALP_N1_VCL_VCR_Benthic_10m_T1",10,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Seychelles","Alphonse","Alphonse N1","SCUBA_D035_ALP_N1_VCL_VCR_Benthic_10m_T2",10,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Seychelles","Alphonse","Alphonse N1","SCUBA_D035_ALP_N1_VCL_VCR_Benthic_10m_T3",10,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","Seychelles","Aldabra","Aldabra N1","SCUBA_D066_ALD_N1_VCL_Benthic_10m_T1",10,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","Seychelles","Aldabra","Aldabra N1","SCUBA_D066_ALD_N1_VCL_Benthic_10m_T2",10,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","Seychelles","Aldabra","Aldabra N1","SCUBA_D066_ALD_N1_VCL_Benthic_10m_T3",10,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","Seychelles","Astove","Astove W1","SCUBA_D163_AST_W1_VCR_VCL_10m_Benthic_T1",11,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","Seychelles","Astove","Astove W1","SCUBA_D163_AST_W1_VCR_VCL_10m_Benthic_T2",10,"high","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","Seychelles","Poivre","Poivre E1","SCUBA_D229_POI_E1_VCL2_VCR_10m_Benthic_T1",9.75,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","Seychelles","Poivre","Poivre E1","SCUBA_D229_POI_E1_VCL2_VCR_10m_Benthic_T2",9.7,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","Seychelles","Poivre","Poivre E1","SCUBA_D229_POI_E1_VCL2_VCR_10m_Benthic_T3",9.65,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","Seychelles","Desroches","Desroches S1","SCUBA_D306_DES_S1_VCL2_VCR_10m_Benthic_T1",12.15,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"363","Seychelles","Desroches","Desroches S1","SCUBA_D306_DES_S1_VCL2_VCR_10m_Benthic_T2",10.05,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"364","Seychelles","Desroches","Desroches S1","SCUBA_D306_DES_S1_VCL2_VCR_10m_Benthic_T3",10.85,"intermediate","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Seychelles","Alphonse","Alphonse N1","YS_D026_ALP_N1_VC3_VC4_250m_Benthic_T1",250,"intermediate","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","Seychelles","Alphonse","Alphonse N1","YS_D033_ALP_N1_VC3_VC4_120m_Benthic_T1",91.5,"high","Lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
