"","Date","Contributors","Ocean","Province","Country","Location","Lat_locat_center","Lon_locat_center","Local_census","Length_m","Area_m2","Site","Lat_site","Lon_site","Depth_m","Mesozones2_30m","Trash_group","Trash_count","MPA","Managed_area","Site_split_MPA","Nearest_MPA_Lat","Nearest_MPA_Lon","Nearest_Market_Lat","Nearest_Market_Lon","Economic.status1","Coastal.population2","Waste.generation.rate..kg.person.day.3","X..Plastic.in.waste.stream4","X..Inadequately.managed.waste5","X..Littered.waste6","Waste.generation..kg.day.7","Plastic.waste.generation..kg.day.7","Inadequately.managed.plastic.waste..kg.day.7","Plastic.waste.littered...kg.day.7","Mismanaged.plastic.waste..kg.person.day.7","Mismanaged.plastic.waste.in.2025...tonnes.7","ID_transect","Complexity_3pt","Lat","Lon","Depth_m.1","Mesophotic.zones2","Managed_Area","Trash_per_m2","Meso_zone2","Meso_zone3","Coastline_km","Depth_m_scaled","Dist_MPA","Dist_Market","Mismanaged_2010","Mismanaged_pop100Km_2010","Mismanaged_plastic_pop10Km_2010_Tons","Pop10Km","Pop100Km","Reefarea_pop100","Coral_reef_Km2"
"97","5_22_2018","CAS","Pacific","Central_Pacific","Guam","Guam",13.45629028,144.6514341,"33",20,40,"blue_hole",13.44009444,144.6151278,112.1,"MCE","fishing",0,"No","Piti Bomb Holes",0,13.470595,144.697277,13.471362,144.748946,"HIC",190809,2.1,12,0,2,400699,47884,118,958,0.006,574,"478","low",NA,NA,NA,NA,NA,0,"MCE","Lower",NA,1.84490102888405,-0.0118817754659485,-0.661352855205015,-0.425278648539737,-0.319418204648104,-0.371870893210112,-0.375818725140645,-0.286607418523705,-0.510509534418498,-0.565347001953842
"98","5_22_2018","CAS","Pacific","Central_Pacific","Guam","Guam",13.45629028,144.6514341,"34",20,40,"blue_hole",13.44009444,144.6151278,112.1,"MCE","fishing",0,"No","Piti Bomb Holes",0,13.470595,144.697277,13.471362,144.748946,"HIC",190809,2.1,12,0,2,400699,47884,118,958,0.006,574,"479","low",NA,NA,NA,NA,NA,0,"MCE","Lower",NA,1.84490102888405,-0.0118817754659485,-0.661352855205015,-0.425278648539737,-0.319418204648104,-0.371870893210112,-0.375818725140645,-0.286607418523705,-0.510509534418498,-0.565347001953842
"99","5_22_2018","CAS","Pacific","Central_Pacific","Guam","Guam",13.45629028,144.6514341,"35",20,40,"blue_hole",13.44009444,144.6151278,90.9,"MCE","fishing",0,"No","Piti Bomb Holes",0,13.470595,144.697277,13.471362,144.748946,"HIC",190809,2.1,12,0,2,400699,47884,118,958,0.006,574,"480","high",NA,NA,NA,NA,NA,0,"MCE","Lower",NA,1.26632655597233,-0.0118817754659485,-0.661352855205015,-0.425278648539737,-0.319418204648104,-0.371870893210112,-0.375818725140645,-0.286607418523705,-0.510509534418498,-0.565347001953842
"100","5_22_2018","CAS","Pacific","Central_Pacific","Guam","Guam",13.45629028,144.6514341,"36",20,40,"blue_hole",13.44009444,144.6151278,90.9,"MCE","fishing",0,"No","Piti Bomb Holes",0,13.470595,144.697277,13.471362,144.748946,"HIC",190809,2.1,12,0,2,400699,47884,118,958,0.006,574,"481","high",NA,NA,NA,NA,NA,0,"MCE","Lower",NA,1.26632655597233,-0.0118817754659485,-0.661352855205015,-0.425278648539737,-0.319418204648104,-0.371870893210112,-0.375818725140645,-0.286607418523705,-0.510509534418498,-0.565347001953842
"101","5_22_2018","CAS","Pacific","Central_Pacific","Guam","Guam",13.45629028,144.6514341,"37",20,40,"blue_hole",13.44009444,144.6151278,90.9,"MCE","fishing",0,"No","Piti Bomb Holes",0,13.470595,144.697277,13.471362,144.748946,"HIC",190809,2.1,12,0,2,400699,47884,118,958,0.006,574,"482","low",NA,NA,NA,NA,NA,0,"MCE","Lower",NA,1.26632655597233,-0.0118817754659485,-0.661352855205015,-0.425278648539737,-0.319418204648104,-0.371870893210112,-0.375818725140645,-0.286607418523705,-0.510509534418498,-0.565347001953842
"102","10_15_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"6",20,40,"otec",19.72694722,-156.0620472,19.7,"Shallow","fishing",0,"No","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.690907,-156.046462,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"518","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.676810353051926,-0.228443288123117,-0.683358986118046,0.0992504886210889,-0.318389686256538,-0.352853811804652,-0.219868799852212,-0.282696755313559,-0.510509534418508,-0.565346997524446
"103","10_15_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"7",20,40,"otec",19.72694722,-156.0620472,15.2,"Shallow","fishing",0,"No","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.690907,-156.046462,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"519","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.799620972302054,-0.228443288123117,-0.683358986118046,0.0992504886210889,-0.318389686256538,-0.352853811804652,-0.219868799852212,-0.282696755313559,-0.510509534418508,-0.565346997524446
"104","10_15_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"8",20,40,"otec",19.72694722,-156.0620472,10.6,"Shallow","fishing",0,"No","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.690907,-156.046462,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"520","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.925160716424408,-0.228443288123117,-0.683358986118046,0.0992504886210889,-0.318389686256538,-0.352853811804652,-0.219868799852212,-0.282696755313559,-0.510509534418508,-0.565346997524446
"105","10_15_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"9",20,40,"otec",19.72694722,-156.0620472,7.6,"Shallow","fishing",1,"No","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.690907,-156.046462,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"521","high",NA,NA,NA,NA,NA,0.025,"Shallow","Shallow",NA,-1.00703446259116,-0.228443288123117,-0.683358986118046,0.0992504886210889,-0.318389686256538,-0.352853811804652,-0.219868799852212,-0.282696755313559,-0.510509534418508,-0.565346997524446
"106","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"15",20,40,"outhouse",19.64140278,-156.0288694,24.2,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"527","low",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.553999733801797,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"107","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"16",20,40,"outhouse",19.64140278,-156.0288694,18.2,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"528","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.717747226135302,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"108","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"17",20,40,"outhouse",19.64140278,-156.0288694,15.2,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"529","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.799620972302054,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"109","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"18",20,40,"outhouse",19.64140278,-156.0288694,13.6,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"530","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.843286970257656,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"110","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"19",20,40,"outhouse",19.64140278,-156.0288694,12.1,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"531","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.884223843341032,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"111","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"20",20,40,"outhouse",19.64140278,-156.0288694,10.6,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"532","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.925160716424408,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"112","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"21",20,40,"outhouse",19.64140278,-156.0288694,9.1,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"533","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.966097589507784,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"113","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"22",20,40,"outhouse",19.64140278,-156.0288694,9.1,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"534","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.966097589507784,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"114","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"23",20,40,"outhouse",19.64140278,-156.0288694,7.6,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"535","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-1.00703446259116,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"115","10_17_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"24",20,40,"outhouse",19.64140278,-156.0288694,6.1,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"536","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-1.04797133567454,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"116","10_18_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"32",20,40,"black_pebble",19.31430278,-155.8903722,28.8,"Shallow","fishing",0,"No","Captain Cook bay",0,19.474939,-155.922146,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"544","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.428459989679443,0.867899369703801,-0.568927105370285,0.0992504886210889,-0.320872871591552,-0.385366241393888,-0.527991507862427,-0.304742258306281,-0.510509534418111,-0.565346997524446
"117","10_18_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"33",20,40,"black_pebble",19.31430278,-155.8903722,25.8,"Shallow","fishing",0,"No","Captain Cook bay",0,19.474939,-155.922146,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"545","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.510333735846196,0.867899369703801,-0.568927105370285,0.0992504886210889,-0.320872871591552,-0.385366241393888,-0.527991507862427,-0.304742258306281,-0.510509534418111,-0.565346997524446
"118","10_18_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"34",20,40,"black_pebble",19.31430278,-155.8903722,21.2,"Shallow","fishing",0,"No","Captain Cook bay",0,19.474939,-155.922146,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"546","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.635873479968549,0.867899369703801,-0.568927105370285,0.0992504886210889,-0.320872871591552,-0.385366241393888,-0.527991507862427,-0.304742258306281,-0.510509534418111,-0.565346997524446
"119","10_18_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"35",20,40,"black_pebble",19.31430278,-155.8903722,19.7,"Shallow","fishing",0,"No","Captain Cook bay",0,19.474939,-155.922146,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"547","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.676810353051926,0.867899369703801,-0.568927105370285,0.0992504886210889,-0.320872871591552,-0.385366241393888,-0.527991507862427,-0.304742258306281,-0.510509534418111,-0.565346997524446
"120","10_18_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"36",20,40,"black_pebble",19.31430278,-155.8903722,16.7,"Shallow","fishing",0,"No","Captain Cook bay",0,19.474939,-155.922146,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"548","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.758684099218678,0.867899369703801,-0.568927105370285,0.0992504886210889,-0.320872871591552,-0.385366241393888,-0.527991507862427,-0.304742258306281,-0.510509534418111,-0.565346997524446
"121","10_18_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"37",20,40,"black_pebble",19.31430278,-155.8903722,13.6,"Shallow","fishing",0,"No","Captain Cook bay",0,19.474939,-155.922146,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"549","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.843286970257656,0.867899369703801,-0.568927105370285,0.0992504886210889,-0.320872871591552,-0.385366241393888,-0.527991507862427,-0.304742258306281,-0.510509534418111,-0.565346997524446
"122","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"44",20,40,"eel_cove",19.66483611,-156.0355833,21.2,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"556","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.635873479968549,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"123","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"45",20,40,"eel_cove",19.66483611,-156.0355833,19.7,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"557","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.676810353051926,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"124","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"46",20,40,"eel_cove",19.66483611,-156.0355833,18.2,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"558","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.717747226135302,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"125","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"47",20,40,"eel_cove",19.66483611,-156.0355833,15.2,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"559","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.799620972302054,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"126","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"48",20,40,"eel_cove",19.66483611,-156.0355833,12.1,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"560","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.884223843341032,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"127","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"49",20,40,"eel_cove",19.66483611,-156.0355833,7.3,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"561","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-1.01522183720784,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"128","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"50",20,40,"eel_cove",19.66483611,-156.0355833,7.6,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"562","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-1.00703446259116,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"129","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"51",20,40,"eel_cove",19.66483611,-156.0355833,5.5,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"563","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-1.06434608490789,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"130","10_15_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"57",20,40,"otec",19.72694722,-156.0620472,8.5,"Shallow","fishing",5,"No","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.690907,-156.046462,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"569","high",NA,NA,NA,NA,NA,0.125,"Shallow","Shallow",NA,-0.982472338741135,-0.228443288123117,-0.683358986118046,0.0992504886210889,-0.318389686256538,-0.352853811804652,-0.219868799852212,-0.282696755313559,-0.510509534418508,-0.565346997524446
"131","10_16_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"58",20,40,"outhouse",19.64140278,-156.0288694,15.8,"Shallow","fishing",0,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"570","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.783246223068704,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"132","10_16_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"59",20,40,"outhouse",19.64140278,-156.0288694,9.1,"Shallow","fishing",1,"No","Old Kona Airport Marine Life Conservation District (commercial and recreational fishing restricted)",0,19.644394,-156.018263,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"571","high",NA,NA,NA,NA,NA,0.025,"Shallow","Shallow",NA,-0.966097589507784,-0.204350819840007,-0.732016986692414,0.0992504886210889,-0.31854638309135,-0.33155732470781,-0.018040411193245,-0.284087896141227,-0.510509534418496,-0.565346997524446
"133","10_18_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"70",20,40,"black_pebble",19.31430278,-155.8903722,18.2,"Shallow","fishing",0,"No","Captain Cook bay",0,19.474939,-155.922146,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"582","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.717747226135302,0.867899369703801,-0.568927105370285,0.0992504886210889,-0.320872871591552,-0.385366241393888,-0.527991507862427,-0.304742258306281,-0.510509534418111,-0.565346997524446
"134","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"76",20,40,"eel_cove",19.66483611,-156.0355833,21.2,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"588","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.635873479968549,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"135","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"77",20,40,"eel_cove",19.66483611,-156.0355833,18.2,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"589","intermediate",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.717747226135302,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"136","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"78",20,40,"eel_cove",19.66483611,-156.0355833,13.6,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"590","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.843286970257656,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"137","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"79",20,40,"eel_cove",19.66483611,-156.0355833,7.6,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"591","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-1.00703446259116,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"138","10_21_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"80",20,40,"eel_cove",19.66483611,-156.0355833,6.1,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"592","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-1.04797133567454,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
"139","10_22_2018","CAS","Pacific","Hawaiian","United States","Hawaii",19.60895463,-156.0135541,"82",20,40,"eel_cove",19.66483611,-156.0355833,15.2,"Shallow","fishing",0,"yes","Kaloko-Honokohau National Historical Park (commercial and recreational fishing restricted)",0,19.66483611,-156.0355833,19.645142,-155.997739,"HIC",112925034,2.58,13,0,2,291346588,37729383,0,754588,0.007,336819,"594","high",NA,NA,NA,NA,NA,0,"Shallow","Shallow",NA,-0.799620972302054,-0.350259138992775,-0.720524896104498,0.0992504886210889,-0.318481436846916,-0.326449978386521,0.0303622889169527,-0.283511309059417,-0.510509534418501,-0.565346997524446
